species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,provisional_status
Monodactylus argenteus,-0.036251893,72.01064526,0.001493602,-73.95881284,-27.67284854,0.01131757,2.455169954,1234.264851,1249.461221,**,-56.60086535,temperate (warm),Vertebrate,Actinopterygii,18,27,non-endemic,Least Concern,Not applicable,28/06/2016,declining,Endangered
Monotaxis grandoculis,-0.055459398,110.827783,4.65E-08,-82.03631963,-56.70709534,0.009745623,0.381870038,407.3587742,420.8783637,***,-72.11272868,tropical,Vertebrate,Actinopterygii,60,60,non-endemic,Least Concern,Not applicable,9/03/2015,declining,Endangered
Monotaxis heterodon,0.014819686,-30.67925501,0.298648999,-25.88771313,166.9952302,0.01419958,0.527821809,278.7438795,290.6231327,,40.66850071,tropical,Vertebrate,Actinopterygii,25,35,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Morwong ephippium,5.28E-04,-2.317510667,0.89140848,-14.98653001,20.52522558,0.003867168,0.503243361,902.186323,918.5425026,,1.223849202,temperate (warm),Vertebrate,Actinopterygii,60,55,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Morwong fuscus,0.00991765,-20.42873766,9.36E-10,16.85769979,35.11253954,0.00160815,0.847677658,1837.899514,1858.725024,***,25.6540512,temperate (warm),Vertebrate,Actinopterygii,30,65,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Mulloidichthys flavolineatus,-0.002252176,3.423842147,0.847649568,-44.03484753,61.07894701,0.011712488,0.892466825,933.5177063,948.3328362,,-5.05365816,tropical,Vertebrate,Actinopterygii,35,43,non-endemic,Least Concern,Not applicable,11/03/2015,declining,Least Concern
Mulloidichthys vanicolensis,0.038067912,-78.11493875,0.0032445,34.61284283,328.8167542,0.012836594,0.958190984,1233.916418,1249.088473,**,140.2586988,tropical,Vertebrate,Actinopterygii,113,38,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Myliobatis australis,7.06E-04,-3.414303162,0.51997087,-3.268493844,6.794409813,0.001096463,0.091061521,-47.61214786,-29.54146277,,1.638497186,temperate (warm),Vertebrate,Chondrichthyes,85,241,non-endemic,Least Concern,Not applicable,6/10/2015,increasing,Least Concern
Naso brevirostris,-0.018614495,36.272251,0.225709316,-67.37516958,30.06541487,0.015322056,0.74593456,800.4540131,814.2923552,,-34.85890619,tropical,Vertebrate,Actinopterygii,122,60,non-endemic,Least Concern,Not applicable,4/05/2010,declining,Vulnerable
Naso lituratus,5.49E-04,-2.136514289,0.94994242,-31.69734542,50.15354187,0.00872715,0.331525043,334.7756556,348.1065308,,1.27134592,tropical,Vertebrate,Actinopterygii,90,46,non-endemic,Least Concern,Not applicable,6/05/2010,increasing,Least Concern
Naso unicornis,-0.002158032,2.676488497,0.505254714,-17.78424368,10.12459113,0.003238051,0.328774783,2289.848823,2309.943859,,-4.847614061,tropical,Vertebrate,Actinopterygii,180,70,non-endemic,Least Concern,Not applicable,7/05/2010,declining,Least Concern
Nemadactylus douglasii,0.024154237,-50.31278144,1.99E-24,57.23648147,93.4333851,0.002295402,0.330020333,1621.025866,1640.122761,***,74.39835112,temperate (warm),Vertebrate,Actinopterygii,100,74,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Neoglyphidodon melas,-0.086526344,173.4912009,3.58E-10,-92.4885429,-75.24009767,0.01321516,0.962134481,837.9166954,852.0817495,***,-86.36244362,tropical,Vertebrate,Actinopterygii,12,18,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Critically Endangered
Neoglyphidodon nigroris,0.029311974,-59.73005465,0.001499539,30.47340819,195.6088766,0.009061275,1.020802677,532.1458242,544.7589906,**,96.3901668,tropical,Vertebrate,Actinopterygii,23,14,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Neoglyphidodon polyacanthus,-0.010857611,21.97090755,1.23E-04,-31.35351854,-11.64533362,0.002796256,1.835453946,746.4919065,762.4876528,***,-22.12036872,tropical,Vertebrate,Actinopterygii,30,12,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Near Threatened
Neopomacentrus azysron,0.082262987,-165.6818759,2.42E-05,183.4855555,1458.57893,0.018882946,4.517848471,633.4723391,645.9919339,***,564.7064116,tropical,Vertebrate,Actinopterygii,12,7.5,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Notolabrus fucicola,0.002780184,-6.289149428,0.011240149,1.467866791,12.01473116,0.001095597,1.063248786,4427.257132,4449.778977,*,6.610955439,temperate (cool),Vertebrate,Actinopterygii,90,40,non-endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Notolabrus inscriptus,-0.017420633,33.88283457,1.63E-08,-41.56304319,-23.28156265,0.003015672,0.342477593,480.6089099,496.5647556,***,-33.04335724,temperate (warm),Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,12/06/2008,declining,Vulnerable
Ostorhinchus doederleini,0.038520234,-78.37820713,3.50E-13,92.53965835,206.1149119,0.005136939,1.154115588,1136.673389,1153.2758,***,142.7740937,tropical,Vertebrate,Actinopterygii,30,9,non-endemic,Least Concern,Not applicable,5/02/2021,increasing,Least Concern
Ostorhinchus norfolcensis,0.129852271,-261.4483931,2.23E-53,1363.223265,2602.307893,0.006796661,5.240052629,949.1073887,964.0922014,***,1888.486806,temperate (warm),Vertebrate,Actinopterygii,15,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ostracion cubicus,0.006165047,-14.30020974,0.055699423,-0.325665134,33.26545476,0.003217769,0.217498464,1531.663495,1550.832873,,15.25252953,tropical,Vertebrate,Actinopterygii,280,45,non-endemic,Least Concern,Not applicable,18/08/2023,increasing,Least Concern
Ostracion meleagris,0.00466429,-11.00534436,0.096240077,-1.861561046,26.31259121,0.002796161,0.121432892,116.7775659,132.1401325,,11.33786652,tropical,Vertebrate,Actinopterygii,30,25,non-endemic,Least Concern,Not applicable,14/08/2023,increasing,Least Concern
Oxycheilinus digramma,-3.35E-04,-0.624338157,0.97241705,-35.86121635,53.52626018,0.009670125,0.270351745,338.2229006,351.4161701,,-0.768011272,tropical,Vertebrate,Actinopterygii,120,40,non-endemic,Least Concern,Not applicable,25/03/2009,declining,Least Concern
Oxycheilinus unifasciatus,-0.017123666,33.4829501,0.025380403,-52.12621843,-5.064433381,0.007585119,0.242224239,206.1365535,219.0179768,*,-32.5839442,tropical,Vertebrate,Actinopterygii,160,46,non-endemic,Least Concern,Not applicable,12/07/2008,declining,Vulnerable
Oxymonacanthus longirostris,0.00294635,-6.850082465,0.606242635,-17.29315948,38.47952368,0.005710414,0.505960537,700.1283602,715.6949371,,7.019642497,tropical,Vertebrate,Actinopterygii,30,12,non-endemic,Vulnerable,A3c,5/07/2015,increasing,Least Concern
Pagrus auratus,-0.00724579,13.2508458,0.011917452,-25.67322765,-3.630649489,0.002877442,0.775509681,3721.961939,3742.712568,*,-15.36653867,temperate (warm),Vertebrate,Actinopterygii,100,130,non-endemic,Least Concern,Not applicable,4/12/2009,declining,Near Threatened
Paracaesio xanthura,0.001982686,-5.319724472,0.788407466,-24.99507631,46.07097841,0.007384681,1.857095795,2988.416613,3006.481385,,4.671116308,temperate (warm),Vertebrate,Actinopterygii,150,50,non-endemic,Least Concern,Not applicable,5/03/2015,increasing,Least Concern
Paracirrhites arcatus,0.05823492,-118.1124586,5.26E-10,155.8469732,471.1078443,0.008896537,0.632999156,403.0641799,416.5467321,***,282.2515053,tropical,Vertebrate,Actinopterygii,91,14,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Paracirrhites forsteri,0.023732084,-48.53800623,2.63E-05,34.80221632,121.2812703,0.005491112,0.352973639,121.4963544,134.2234886,***,72.71133623,tropical,Vertebrate,Actinopterygii,35,22,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Paraluteres prionurus,-0.021215156,41.08118631,0.020024666,-59.19476342,-7.746899217,0.00903754,0.214298635,300.8505052,313.5551041,*,-38.64521532,tropical,Vertebrate,Actinopterygii,25,11,non-endemic,Least Concern,Not applicable,2/07/2015,declining,Vulnerable
Parma polylepis,-0.007398767,14.56012418,8.77E-05,-22.48571313,-8.242220051,0.001868941,0.638533336,475.4464295,492.3919078,***,-15.66413054,temperate (warm),Vertebrate,Actinopterygii,20,21,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Parupeneus barberinoides,0.062208389,-126.2918134,1.06E-10,176.066628,535.5560671,0.009238434,0.860304317,786.018107,800.7114,***,318.8744685,tropical,Vertebrate,Actinopterygii,40,30,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Parupeneus barberinus,-0.020384381,39.81409108,0.012587061,-56.54480673,-9.994158693,0.008067215,0.202611033,188.7885635,201.0641803,*,-37.46024281,tropical,Vertebrate,Actinopterygii,100,60,non-endemic,Least Concern,Not applicable,11/03/2015,declining,Vulnerable
Parupeneus ciliatus,-0.014788903,28.25408256,0.005120542,-43.86754984,-9.841235822,0.005249942,0.443769369,735.9369915,751.4591235,**,-28.86047276,tropical,Vertebrate,Actinopterygii,91,38,non-endemic,Least Concern,Not applicable,11/03/2015,declining,Near Threatened
Parupeneus cyclostomus,0.005471203,-12.41845973,0.241715082,-8.109620683,40.0083775,0.004665493,0.191648086,318.7172756,334.2838525,,13.42584765,tropical,Vertebrate,Actinopterygii,100,50,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Parupeneus multifasciatus,0.012237426,-26.05191342,0.017389669,5.140431208,67.10088954,0.005132977,0.421353482,1848.107368,1866.544764,*,32.54832923,tropical,Vertebrate,Actinopterygii,161,35,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Parupeneus pleurostigma,0.011386114,-24.42800583,0.060985143,-1.114723376,70.84042963,0.006057739,0.325947358,728.5388567,744.1274722,,29.97539437,tropical,Vertebrate,Actinopterygii,75,33,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Parupeneus spilurus,0.002741843,-6.312156668,0.198459146,-3.252230371,17.272424,0.002131543,1.381144312,6834.299269,6857.485146,,6.516878761,temperate (warm),Vertebrate,Actinopterygii,25,47,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Pervagor janthinosoma,0.004465352,-10.70266245,0.450155862,-15.09731749,44.67238237,0.005904808,0.19752403,424.5884093,439.3901836,,10.82902755,tropical,Vertebrate,Actinopterygii,20,13,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Plagiotremus rhinorhynchos,0.005901719,-12.95646771,0.031218126,1.269572676,29.58520144,0.002731592,0.311302789,305.3410259,322.1673296,*,14.55582907,tropical,Vertebrate,Actinopterygii,20,12,non-endemic,Least Concern,Not applicable,27/03/2009,increasing,Least Concern
Plagiotremus tapeinosoma,0.057979117,-117.7233562,1.33E-66,230.4759215,336.9608453,0.003094514,0.814653113,1740.999147,1760.331274,***,280.0066289,tropical,Vertebrate,Actinopterygii,20,14,non-endemic,Least Concern,Not applicable,29/03/2009,increasing,Least Concern
Plectorhinchus chaetodonoides,0.013518841,-28.62437557,0.027314894,3.803939832,79.54073132,0.006070243,0.161663437,137.061465,149.8994096,*,36.51752734,tropical,Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,12/04/2023,increasing,Least Concern
Plectorhinchus flavomaculatus,0.017462863,-36.66587939,1.08E-10,32.47401906,68.70445228,0.002678514,0.393066993,2241.537997,2261.542979,***,49.49567494,temperate (warm),Vertebrate,Actinopterygii,30,60,non-endemic,Least Concern,Not applicable,12/04/2023,increasing,Least Concern
Plectorhinchus picus,0.002293827,-6.235482165,0.470228858,-8.645529785,21.65969749,0.00317396,0.198227924,501.5224137,518.2341901,,5.423703269,tropical,Vertebrate,Actinopterygii,50,84,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Plectroglyphidodon dickii,-9.93E-04,0.754602251,0.825027105,-20.18900756,19.69407901,0.004490132,0.451635725,1155.241241,1172.355327,,-2.261045454,tropical,Vertebrate,Actinopterygii,15,11,non-endemic,Near Threatened,A2c,23/09/2021,declining,Least Concern
Plectroglyphidodon fasciolatus,0.001307173,-3.054395526,0.670313013,-10.27381685,18.36526265,0.003069063,1.470935904,1773.154371,1791.375798,,3.05563175,tropical,Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,4/10/2021,increasing,Least Concern
Plectroglyphidodon johnstonianus,0.025821716,-53.14864233,3.18E-09,49.33096313,119.929993,0.004289227,0.470302942,1266.403605,1284.096593,***,81.2246056,tropical,Vertebrate,Actinopterygii,18,14,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Pomacanthus semicirculatus,-0.015322043,29.53749378,6.54E-04,-42.45049812,-14.19401505,0.00442549,0.158031966,115.2910117,128.9375959,***,-29.72844322,tropical,Vertebrate,Actinopterygii,30,40,non-endemic,Least Concern,Not applicable,8/10/2009,declining,Near Threatened
Pomacanthus sexstriatus,-0.00191181,2.634842153,0.767159665,-28.46041317,28.00218073,0.006445806,0.185573822,169.8617358,182.7861703,,-4.306619229,tropical,Vertebrate,Actinopterygii,50,46,non-endemic,Least Concern,Not applicable,8/10/2009,declining,Least Concern
Pomacentrus amboinensis,-0.080573938,162.4176612,1.56E-07,-91.86374213,-69.93255409,0.01448169,1.868550229,504.6178521,516.4411604,***,-84.35914026,tropical,Vertebrate,Actinopterygii,40,11,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Critically Endangered
Pomacentrus bankanensis,-0.054008528,108.185376,2.55E-04,-85.07735708,-44.28351767,0.014595624,1.420169541,1224.784733,1239.932323,***,-71.16534775,tropical,Vertebrate,Actinopterygii,12,9,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Endangered
Pomacentrus coelestis,0.063106804,-127.9058399,2.28E-75,269.2516971,395.2375598,0.003252383,2.271932024,7462.947296,7484.624819,***,327.6298743,tropical,Vertebrate,Actinopterygii,20,9,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Pomacentrus lepidogenys,-0.056775605,114.5832304,5.20E-06,-84.23116525,-53.5817995,0.011961666,1.96011963,526.6431438,538.9935291,***,-72.94522347,tropical,Vertebrate,Actinopterygii,12,9,non-endemic,Near Threatened,A2c,23/09/2021,declining,Endangered
Pomacentrus moluccensis,-0.02347824,48.20236107,0.00209506,-58.6121813,-18.0474122,0.007568765,3.99771779,1119.707985,1135.285597,**,-41.76050441,tropical,Vertebrate,Actinopterygii,14,9,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Vulnerable
Pomacentrus vaiuli,-0.01617553,32.59805538,0.001318667,-44.98675474,-13.69774516,0.004988737,1.225505957,714.7849372,730.3954705,**,-31.09595721,tropical,Vertebrate,Actinopterygii,45,10,non-endemic,Least Concern,Not applicable,4/10/2021,declining,Vulnerable
Prionurus maculatus,0.027690292,-56.68523101,9.94E-05,37.44950128,160.4130102,0.007079709,2.77411443,4104.847663,4123.80501,***,89.19206744,temperate (warm),Vertebrate,Actinopterygii,20,45,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Prionurus microlepidotus,0.055269546,-112.1733148,1.12E-16,165.3690475,380.3310365,0.006573855,2.310832189,5679.828828,5700.39064,***,257.0223938,temperate (warm),Vertebrate,Actinopterygii,38,70,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Psammoperca waigiensis,0.020648276,-42.95305856,7.30E-07,33.65126728,93.63882138,0.004107712,0.381496895,806.1565192,822.5307983,***,60.87285002,temperate (warm),Vertebrate,Actinopterygii,14,47,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pseudanthias squamipinnis,0.038548692,-78.68627626,1.80E-08,79.33452442,229.0863939,0.006725787,1.303421594,1989.362293,2006.156208,***,142.9332253,tropical,Vertebrate,Actinopterygii,55,15,non-endemic,Least Concern,Not applicable,12/03/2015,increasing,Least Concern
Pseudocaranx dentex,-0.013131243,24.61154146,5.24E-08,-33.67662394,-17.64148543,0.002399072,1.048528774,4349.096734,4369.981155,***,-26.09266117,tropical,Vertebrate,Actinopterygii,238,122,non-endemic,Least Concern,Not applicable,10/05/2013,declining,Near Threatened
Pseudocaranx georgianus,0.024484195,-50.77132929,5.38E-20,55.92921107,98.04159259,0.002648746,1.177788233,7682.244817,7705.101741,***,75.72839637,temperate (warm),Vertebrate,Actinopterygii,120,55,non-endemic,Least Concern,Not applicable,19/07/2017,increasing,Least Concern
Pseudocheilinus hexataenia,0.007542753,-16.44491898,0.143747232,-5.701446738,50.08940057,0.005149202,0.388748882,934.3616228,950.7718571,,18.96727842,tropical,Vertebrate,Actinopterygii,35,10,non-endemic,Least Concern,Not applicable,3/03/2009,increasing,Least Concern
Pseudochromis fuscus,0.046912095,-95.10068673,1.32E-09,111.0759499,310.9634009,0.00738188,0.73441367,337.9503109,351.6324509,***,194.5241759,tropical,Vertebrate,Actinopterygii,30,10,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Pseudolabrus luculentus,4.92E-04,-1.904532559,0.682791123,-4.210431176,6.789231269,0.00120434,0.898170222,3715.378583,3736.01575,,1.139974384,temperate (warm),Vertebrate,Actinopterygii,50,25,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Ptereleotris evides,0.03829395,-78.5506417,4.89E-06,66.01793569,251.3370764,0.008305484,0.952574163,2125.019936,2142.719412,***,141.5124348,tropical,Vertebrate,Actinopterygii,30,14,non-endemic,Least Concern,Not applicable,12/03/2015,increasing,Least Concern
Pterocaesio digramma,-0.128574326,258.7178051,1.59E-11,-97.72972622,-88.18495869,0.018274749,3.602234239,1402.000786,1416.666493,***,-94.82087088,tropical,Vertebrate,Actinopterygii,50,30,non-endemic,Least Concern,Not applicable,6/03/2015,declining,Critically Endangered
Pycnochromis atripes,0.054543769,-110.0955814,0.007071895,42.99583605,762.0887618,0.019904156,2.035554826,555.1118321,566.7624516,**,251.1055443,tropical,Vertebrate,Actinopterygii,40,9,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pycnochromis iomelas,-0.023924558,48.35962944,0.038725871,-65.64824543,-3.270282276,0.011469879,1.92575977,597.5096056,610.1915416,*,-42.35595848,tropical,Vertebrate,Actinopterygii,35,8,non-endemic,Least Concern,Not applicable,1/08/2021,declining,Vulnerable
Pycnochromis margaritifer,0.020988719,-42.941473,0.014827509,10.0594538,138.8619841,0.008584844,1.264105301,2022.474583,2039.743242,*,62.13888954,tropical,Vertebrate,Actinopterygii,26,9,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Pycnochromis vanderbilti,0.045123153,-92.03143038,4.44E-06,82.7691412,337.0792557,0.009659803,1.059511406,1279.421055,1294.736838,***,182.6386389,tropical,Vertebrate,Actinopterygii,20,6,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Rhabdosargus sarba,0.030909443,-63.64215116,1.09E-10,64.51097882,152.3445719,0.00473986,1.290132941,3512.160682,3531.960108,***,103.7485031,temperate (warm),Vertebrate,Actinopterygii,20,80,non-endemic,Least Concern,Not applicable,2/12/2009,increasing,Least Concern
Saurida nebulosa,-0.051516386,103.0384106,0.026145185,-89.19360453,-13.70384884,0.02301855,2.624124845,1158.352754,1172.291941,*,-69.46231284,tropical,Vertebrate,Actinopterygii,6,16.5,non-endemic,Least Concern,Not applicable,2/03/2015,declining,Endangered
Scarus altipinnis,0.001849515,-5.085807052,0.710065596,-16.62086456,30.59691485,0.004971406,0.324188713,791.4743754,807.7941081,,4.350648541,tropical,Vertebrate,Actinopterygii,50,60,non-endemic,Least Concern,Not applicable,17/09/2009,increasing,Least Concern
Scarus chameleon,0.025564773,-52.71653586,1.35E-04,33.39093889,143.3151355,0.006659377,0.757565427,2131.685839,2149.997284,***,80.15558378,tropical,Vertebrate,Actinopterygii,30,31,non-endemic,Least Concern,Not applicable,17/09/2009,increasing,Least Concern
Scarus frenatus,-0.006935014,12.86226794,0.192069595,-32.92167939,8.322217572,0.005309673,0.576075813,1455.573514,1473.121031,,-14.75873981,tropical,Vertebrate,Actinopterygii,20,47,non-endemic,Least Concern,Not applicable,17/09/2009,declining,Least Concern
Scarus ghobban,0.051045928,-104.1531896,5.60E-25,160.6174672,302.6382625,0.00481926,0.995613853,3939.450288,3959.451626,***,223.9360495,tropical,Vertebrate,Actinopterygii,36,90,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Scarus niger,0.009551927,-20.18203149,0.314632058,-18.76141303,91.10681422,0.009477567,0.519322484,588.3679759,602.4856923,,24.60035132,tropical,Vertebrate,Actinopterygii,30,44.4,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Scarus oviceps,0.018146067,-38.02741268,0.009311651,11.16381396,107.4712436,0.006913251,0.237575415,371.0245348,384.8628769,**,51.86604205,tropical,Vertebrate,Actinopterygii,15,35,non-endemic,Least Concern,Not applicable,5/02/2009,increasing,Least Concern
Scarus psittacus,0.012126758,-26.05161613,0.025801316,3.53275075,68.83302931,0.005417948,0.310271119,761.0804379,776.9037874,*,32.21099781,tropical,Vertebrate,Actinopterygii,25,30,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Scarus rivulatus,0.080470304,-162.8131016,2.73E-21,342.806534,818.7388116,0.008086323,1.601058619,1744.262121,1761.223225,***,537.8272092,tropical,Vertebrate,Actinopterygii,30,40,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Scarus schlegeli,0.085093506,-172.3361549,7.93E-38,437.1735171,837.0343608,0.006164423,1.233331923,2162.585773,2180.493663,***,609.4716649,tropical,Vertebrate,Actinopterygii,50,40,non-endemic,Least Concern,Not applicable,5/02/2009,increasing,Least Concern
Scolopsis bilineata,0.002805927,-6.17766405,0.48483728,-10.99627326,27.85283253,0.004012884,0.644017995,880.7215155,897.2551077,,6.674170115,tropical,Vertebrate,Actinopterygii,25,23,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Scorpaena cardinalis,-1.71E-05,-0.739668493,0.995887725,-13.96552259,16.14072638,0.003324347,0.506235928,316.4737898,331.8595449,,-0.03947429,temperate (warm),Vertebrate,Actinopterygii,154,47,non-endemic,Least Concern,Not applicable,4/03/2015,declining,Least Concern
Scorpaena papillosa,-0.006801326,12.74284311,3.01E-06,-19.91847471,-8.70622984,0.001451782,1.465695866,4925.542681,4947.582213,***,-14.49593949,temperate (cool),Vertebrate,Actinopterygii,130,36,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Scorpaenodes evides,-0.003186283,5.30569304,0.476698488,-24.05773099,13.70793263,0.004472204,0.436486046,431.7405167,446.9489902,,-7.074016506,temperate (warm),Vertebrate,Actinopterygii,40,12.5,non-endemic,Least Concern,Not applicable,4/03/2015,declining,Least Concern
Scorpis lineolata,0.041221055,-83.23127751,5.63E-39,124.5420993,197.2509922,0.003107851,3.681887944,11825.20016,11848.95109,***,158.3512373,temperate (warm),Vertebrate,Actinopterygii,30,37,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Seriola hippos,-0.003108624,4.498477839,0.529515079,-25.50544977,16.33302398,0.004938318,0.286015945,695.4686467,711.1118333,,-6.907700116,temperate (warm),Vertebrate,Actinopterygii,100,150,non-endemic,Least Concern,Not applicable,9/03/2015,declining,Least Concern
Siganus argenteus,0.014229847,-29.8583665,0.281687868,-23.45098006,151.5691059,0.013181815,0.747668381,574.6656827,587.9185066,,38.77092097,tropical,Vertebrate,Actinopterygii,40,40,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Siganus fuscescens,0.032818449,-67.46305385,1.83E-05,51.00805688,200.1710917,0.007611587,1.719695431,3321.946547,3340.793508,***,112.904329,tropical,Vertebrate,Actinopterygii,50,40,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Sphyraena obtusata,0.026782445,-55.56857306,0.00850353,17.32228151,192.5960048,0.010124877,0.951301119,1334.187151,1349.979291,**,85.27825247,temperate (warm),Vertebrate,Actinopterygii,120,55,non-endemic,Least Concern,Not applicable,14/08/2023,increasing,Least Concern
Stanulus talboti,0.083970221,-169.4507717,5.06E-19,365.7928245,926.1518238,0.008750641,4.340084085,1040.859284,1055.566299,***,591.3567505,temperate (warm),Vertebrate,Actinopterygii,15,5,non-endemic,Least Concern,Not applicable,28/03/2009,increasing,Least Concern
Stegastes gascoynei,0.004776589,-9.784882213,0.024142483,1.476346083,22.79111911,0.002112338,0.990419068,966.8552419,984.6381211,*,11.62613538,temperate (warm),Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Stegastes lacrymatus,-0.00185785,3.879732352,0.763444642,-27.47085245,26.56989455,0.006168936,1.879358988,1422.642353,1439.387187,,-4.187649243,tropical,Vertebrate,Actinopterygii,40,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Stegastes nigricans,0.014795756,-30.03297153,0.156035882,-12.05847571,124.7610936,0.010396292,1.850492822,811.7009538,826.0047503,,40.59101385,tropical,Vertebrate,Actinopterygii,12,14,non-endemic,Least Concern,Not applicable,4/10/2021,increasing,Least Concern
Stegastes obreptus,0.037718322,-77.01234647,4.81E-20,98.92425964,185.547717,0.004004945,0.871378895,2449.603976,2468.499305,***,138.3324741,tropical,Vertebrate,Actinopterygii,10,12,non-endemic,Least Concern,Not applicable,18/08/2023,increasing,Least Concern
Stethojulis bandanensis,7.53E-04,-2.738660129,0.796733203,-10.82012731,16.08768558,0.002921465,0.598433164,3769.026489,3790.141005,,1.748145049,tropical,Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Stethojulis interrupta,0.027653197,-56.91438586,2.02E-15,61.83736342,120.7929195,0.003441552,0.880417846,3851.08815,3871.946167,***,89.03053709,temperate (warm),Vertebrate,Actinopterygii,21,13,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Stethojulis strigiventer,0.051417879,-104.9735641,1.23E-22,159.6193311,311.1691735,0.005094061,0.69896699,2579.411785,2598.283003,***,226.7223068,tropical,Vertebrate,Actinopterygii,15,15,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Sufflamen chrysopterum,0.013424857,-28.49502089,4.72E-04,14.67829478,61.81393217,0.00381473,0.261409487,894.5456516,911.8143103,***,36.22241304,tropical,Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,17/01/2022,increasing,Least Concern
Sufflamen fraenatum,-0.015898297,30.60424332,1.26E-05,-41.01222625,-18.47852113,0.003584506,0.280921622,472.1906604,487.6338053,***,-30.65470058,temperate (warm),Vertebrate,Actinopterygii,186,38,non-endemic,Least Concern,Not applicable,4/02/2009,declining,Vulnerable
Synodus variegatus,0.019157327,-39.62761893,4.10E-10,35.57129637,78.22917404,0.00303095,0.475606961,1357.186335,1376.51415,***,55.44375245,tropical,Vertebrate,Actinopterygii,121,40,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Thalassoma amblycephalum,0.076163596,-154.1870517,2.38E-33,338.9163173,660.1340477,0.006084511,2.285031785,4295.616412,4315.154359,***,477.6116661,tropical,Vertebrate,Actinopterygii,15,16,non-endemic,Least Concern,Not applicable,4/03/2009,increasing,Least Concern
